term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster
3,65,1,7.76022110660753e-05,13.653542715727788,CD,6,"{'NN', 'CC', 'VBD', 'NNP', 'VBZ', 'CD'}",0,3,3,3
30,26,2,3.104088442643012e-05,14.975470810615152,CD,3,"{'CD', 'NNP', 'JJ'}",0,30,30,30
300,2,3,2.3877603404946244e-06,18.675910528756244,NNP,2,"{'CD', 'NNP'}",0,300,300,300
30a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,30a,30a,30a
30ish,1,5,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,30ish,30ish,30ish
30mm,2,4,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,30mm,30mm,30mm
30s,13,3,1.552044221321506e-05,15.975470810615152,CD,2,"{'CD', 'NNP'}",0,30,30s,30s
30th,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,30th,30th,30th
31,18,2,2.148984306445162e-05,15.50598552731393,CD,2,"{'CD', 'VBD'}",0,31,31,31
312,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,312,312,312
31410,1,5,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,31410,31410,31410
32,17,2,2.029596289420431e-05,15.588447687505903,CD,3,"{'CD', 'NN', 'POS'}",0,32,32,32
32000,1,5,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,32000,32000,32000
323,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,323,323,323
325,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,325,325,325
3287,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3287,3287,3287
32a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,32a,32a,32a
33,17,2,2.029596289420431e-05,15.588447687505903,CD,2,"{'CD', 'NNP'}",0,33,33,33
3317,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3317,3317,3317
333am,1,5,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,333am,333am,333am
34,20,2,2.3877603404946247e-05,15.35398243386888,CD,1,{'CD'},0,34,34,34
35,18,2,2.148984306445162e-05,15.50598552731393,CD,1,{'CD'},0,35,35,35
350,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,350,350,350
357,7,3,8.357161191731187e-06,16.86855560669864,NN,2,"{'NN', 'NNP'}",0,357,357,357
35a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,35a,35a,35a
35mm,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,35mm,35mm,35mm
36,19,2,2.2683723234698932e-05,15.427983015312657,CD,2,"{'CD', 'NNP'}",0,36,36,36
360,6,3,7.163281021483874e-06,17.090948028035086,CD,1,{'CD'},0,360,360,360
3680,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3680,3680,3680
36a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,36a,36a,36a
37,16,2,1.9102082723956995e-05,15.675910528756242,CD,3,"{'CD', 'NN', 'NNP'}",0,37,37,37
38,22,2,2.626536374544087e-05,15.216478910118946,CD,2,"{'CD', 'NN'}",0,38,38,38
386,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,386,386,386
3860,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3860,3860,3860
38a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,38a,38a,38a
39,20,2,2.3877603404946247e-05,15.35398243386888,CD,1,{'CD'},0,39,39,39
3a,1,2,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,3a,3a,3a
3acobi,1,6,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3acobi,3acobi,3acobi
3am,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3am,3am,3am
3cpo,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3cpo,3cpo,3cpo
3er,1,3,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,3er,3er,3er
3ild,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3ild,3ild,3ild
3rd,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,3rd,3rd,3rd
3s,1,2,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3s,3s,3s
3t,1,2,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3t,3t,3t
4,55,1,6.566340936360218e-05,13.894550815231582,CD,3,"{'CD', 'NNP', 'JJ'}",0,4,4,4
40,26,2,3.104088442643012e-05,14.975470810615152,CD,3,"{'CD', 'NN', 'NNP'}",0,40,40,40
400,18,3,2.148984306445162e-05,15.50598552731393,CD,2,"{'CD', 'NN'}",0,400,400,400
403,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,403,403,403
40s,16,3,1.9102082723956995e-05,15.675910528756242,CD,3,"{'CD', 'NN', 'NNP'}",0,40,40s,40s
41,17,2,2.029596289420431e-05,15.588447687505903,CD,1,{'CD'},0,41,41,41
415,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,415,415,415
4159,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,4159,4159,4159
41a,6,3,7.163281021483874e-06,17.090948028035086,CD,1,{'CD'},0,41a,41a,41a
41as,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,41a,41as,41as
42,16,2,1.9102082723956995e-05,15.675910528756242,CD,2,"{'CD', 'NNP'}",0,42,42,42
425,4,3,4.775520680989249e-06,17.675910528756244,CD,1,{'CD'},0,425,425,425
426,3,3,3.581640510741937e-06,18.090948028035086,CD,1,{'CD'},0,426,426,426
42a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,42a,42a,42a
42aa,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,42aa,42aa,42aa
43,16,2,1.9102082723956995e-05,15.675910528756242,CD,1,{'CD'},0,43,43,43
430,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,430,430,430
43082,27,5,3.223476459667743e-05,14.921023026592774,CD,1,{'CD'},0,43082,43082,43082
44,25,2,2.9847004256182806e-05,15.032054338981519,CD,4,"{'CD', 'NN', 'NNP', 'JJ'}",0,44,44,44
44a,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,44a,44a,44a
44b,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,44b,44b,44b
45,25,2,2.9847004256182806e-05,15.032054338981519,CD,2,"{'CD', 'VB'}",0,45,45,45
454,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,454,454,454
45a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,45a,45a,45a
45s,1,3,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,45,45s,45s
46,15,2,1.7908202553709684e-05,15.769019933147725,CD,2,"{'CD', 'NN'}",0,46,46,46
4636,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,4636,4636,4636
46a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,46a,46a,46a
47,15,2,1.7908202553709684e-05,15.769019933147725,CD,1,{'CD'},0,47,47,47
470,1,3,1.1938801702473122e-06,19.675910528756244,VBD,1,{'VBD'},0,470,470,470
47a,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,47a,47a,47a
47b,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,47b,47b,47b
47c,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,47c,47c,47c
48,18,2,2.148984306445162e-05,15.50598552731393,CD,1,{'CD'},0,48,48,48
49,14,2,1.6714322383462373e-05,15.868555606698639,CD,1,{'CD'},0,49,49,49
49a,3,3,3.581640510741937e-06,18.090948028035086,CD,1,{'CD'},0,49a,49a,49a
49b,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,49b,49b,49b
49c,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,49c,49c,49c
49cc,2,4,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,49cc,49cc,49cc
4a,3,2,3.581640510741937e-06,18.090948028035086,CD,1,{'CD'},0,4a,4a,4a
4b,2,2,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,4b,4b,4b
4bb,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,4bb,4bb,4bb
4th,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,4th,4th,4th
4x4s,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,4x4,4x4s,4x4s
4youre,1,6,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,4your,4your,4youre
5,37,1,4.4173566299150557e-05,14.466457163127293,CD,4,"{'CD', 'NN', 'NNP', 'VBP'}",0,5,5,5
50,19,2,2.2683723234698932e-05,15.427983015312657,CD,2,"{'CD', 'NN'}",0,50,50,50
500,2,3,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,500,500,500
5000,2,4,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,5000,5000,5000
50000000,1,8,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,50000000,50000000,50000000
500mm,1,5,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,500mm,500mm,500mm
501s,3,4,3.581640510741937e-06,18.090948028035086,CD,1,{'CD'},0,501,501s,501s
5050,1,4,1.1938801702473122e-06,19.675910528756244,VBP,1,{'VBP'},0,5050,5050,5050
509,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,509,509,509
50s,9,3,1.074492153222581e-05,16.505985527313932,CD,2,"{'CD', 'NNP'}",0,50,50s,50s
51,14,2,1.6714322383462373e-05,15.868555606698639,CD,2,"{'CD', 'NN'}",0,51,51,51
516,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,516,516,516
51a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,51a,51a,51a
51aa,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,51aa,51aa,51aa
52,14,2,1.6714322383462373e-05,15.868555606698639,CD,2,"{'CD', 'NNP'}",0,52,52,52
525,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,525,525,525
527,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,527,527,527
52a,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,52a,52a,52a
53,22,2,2.626536374544087e-05,15.216478910118946,CD,2,"{'CD', 'POS'}",0,53,53,53
53a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,53a,53a,53a
53aa,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,53aa,53aa,53aa
54,14,2,1.6714322383462373e-05,15.868555606698639,CD,1,{'CD'},0,54,54,54
543,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,543,543,543
545,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,545,545,545
54a,3,3,3.581640510741937e-06,18.090948028035086,CD,1,{'CD'},0,54a,54a,54a
54aa,2,4,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,54aa,54aa,54aa
54ab,2,4,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,54ab,54ab,54ab
54b,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,54b,54b,54b
55,14,2,1.6714322383462373e-05,15.868555606698639,CD,1,{'CD'},0,55,55,55
555,4,3,4.775520680989249e-06,17.675910528756244,CD,1,{'CD'},0,555,555,555
56,16,2,1.9102082723956995e-05,15.675910528756242,CD,1,{'CD'},0,56,56,56
560,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,560,560,560
56a,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,56a,56a,56a
56b,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,56b,56b,56b
57,15,2,1.7908202553709684e-05,15.769019933147725,CD,1,{'CD'},0,57,57,57
58,14,2,1.6714322383462373e-05,15.868555606698639,CD,1,{'CD'},0,58,58,58
585,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,585,585,585
59,14,2,1.6714322383462373e-05,15.868555606698639,CD,1,{'CD'},0,59,59,59
5a,2,2,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,5a,5a,5a
5o,1,2,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,5o,5o,5o
5th,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,5th,5th,5th
5x,1,2,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,5x,5x,5x
6,27,1,3.223476459667743e-05,14.921023026592774,CD,3,"{'CD', 'NN', 'NNP'}",0,6,6,6
60,15,2,1.7908202553709684e-05,15.769019933147725,CD,2,"{'CD', 'NNP'}",0,60,60,60
600,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,600,600,600
605am,1,5,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,605am,605am,605am
60ish,1,5,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,60ish,60ish,60ish
60s,5,3,5.969400851236562e-06,17.35398243386888,CD,2,"{'CD', 'NNP'}",0,60,60s,60s
61,15,2,1.7908202553709684e-05,15.769019933147725,CD,1,{'CD'},0,61,61,61
611,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,611,611,611
6122,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,6122,6122,6122
61a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,61a,61a,61a
61b,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,61b,61b,61b
61ba,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,61ba,61ba,61ba
61c,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,61c,61c,61c
62,14,2,1.6714322383462373e-05,15.868555606698639,CD,1,{'CD'},0,62,62,62
622,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,622,622,622
62a,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,62a,62a,62a
62b,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,62b,62b,62b
63,15,2,1.7908202553709684e-05,15.769019933147725,CD,1,{'CD'},0,63,63,63
64,16,2,1.9102082723956995e-05,15.675910528756242,CD,1,{'CD'},0,64,64,64
642,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,642,642,642
65,16,2,1.9102082723956995e-05,15.675910528756242,CD,2,"{'CD', 'NNP'}",0,65,65,65
66,15,2,1.7908202553709684e-05,15.769019933147725,CD,1,{'CD'},0,66,66,66
666,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,666,666,666
669,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,669,669,669
67,15,2,1.7908202553709684e-05,15.769019933147725,CD,1,{'CD'},0,67,67,67
68,17,2,2.029596289420431e-05,15.588447687505903,CD,2,"{'CD', 'NNP'}",0,68,68,68
68a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,68a,68a,68a
68s,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,68,68s,68s
69,14,2,1.6714322383462373e-05,15.868555606698639,CD,1,{'CD'},0,69,69,69
69a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,69a,69a,69a
69aa,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,69aa,69aa,69aa
69b,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,69b,69b,69b
6a,2,2,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,6a,6a,6a
6ister,1,6,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,6ister,6ister,6ister
6th,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,6th,6th,6th
6ti,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,6ti,6ti,6ti
6x10,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,6x10,6x10,6x10
7,30,1,3.581640510741937e-05,14.769019933147725,CD,3,"{'CD', 'NN', 'VBZ'}",0,7,7,7
70,18,2,2.148984306445162e-05,15.50598552731393,CD,1,{'CD'},0,70,70,70
700,5,3,5.969400851236562e-06,17.35398243386888,CD,1,{'CD'},0,700,700,700
702,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,702,702,702
7036,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,7036,7036,7036
708090,1,6,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,708090,708090,708090
70s,3,3,3.581640510741937e-06,18.090948028035086,CD,2,"{'CD', 'NNP'}",0,70,70s,70s
71,13,2,1.552044221321506e-05,15.975470810615152,CD,1,{'CD'},0,71,71,71
715,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,715,715,715
717pm,1,5,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,717pm,717pm,717pm
71m,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,71m,71m,71m
72,15,2,1.7908202553709684e-05,15.769019933147725,CD,1,{'CD'},0,72,72,72
72683,1,5,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,72683,72683,72683
7274,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,7274,7274,7274
72a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,72a,72a,72a
73,15,2,1.7908202553709684e-05,15.769019933147725,CD,2,"{'CD', 'NNP'}",0,73,73,73
730,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,730,730,730
74,14,2,1.6714322383462373e-05,15.868555606698639,CD,1,{'CD'},0,74,74,74
747,6,3,7.163281021483874e-06,17.090948028035086,CD,1,{'CD'},0,747,747,747
74a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,74a,74a,74a
74b,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,74b,74b,74b
74c,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,74c,74c,74c
75,14,2,1.6714322383462373e-05,15.868555606698639,CD,1,{'CD'},0,75,75,75
76,13,2,1.552044221321506e-05,15.975470810615152,CD,1,{'CD'},0,76,76,76
77,14,2,1.6714322383462373e-05,15.868555606698639,CD,1,{'CD'},0,77,77,77
77a,3,3,3.581640510741937e-06,18.090948028035086,CD,1,{'CD'},0,77a,77a,77a
78,14,2,1.6714322383462373e-05,15.868555606698639,CD,1,{'CD'},0,78,78,78
79,15,2,1.7908202553709684e-05,15.769019933147725,CD,1,{'CD'},0,79,79,79
79a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,79a,79a,79a
7a,1,2,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,7a,7a,7a
7c,1,2,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,7c,7c,7c
7i,1,2,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,7i,7i,7i
7mee6,1,5,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,7mee6,7mee6,7mee6
7ouvered,1,8,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,7ouver,7ouver,7ouvered
7t,1,2,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,7t,7t,7t
7th,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,7th,7th,7th
7uvali,1,6,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,7uvali,7uvali,7uvali
8,26,1,3.104088442643012e-05,14.975470810615152,CD,2,"{'CD', 'NNP'}",0,8,8,8
80,17,2,2.029596289420431e-05,15.588447687505903,CD,1,{'CD'},0,80,80,80
800,4,3,4.775520680989249e-06,17.675910528756244,CD,1,{'CD'},0,800,800,800
80s,4,3,4.775520680989249e-06,17.675910528756244,NNS,3,"{'NN', 'JJ', 'NNS'}",0,80,80s,80s
81,13,2,1.552044221321506e-05,15.975470810615152,CD,1,{'CD'},0,81,81,81
815,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,815,815,815
816,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,816,816,816
81a,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,81a,81a,81a
82,13,2,1.552044221321506e-05,15.975470810615152,CD,2,"{'CD', 'JJ'}",0,82,82,82
820,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,820,820,820
83,15,2,1.7908202553709684e-05,15.769019933147725,CD,2,"{'CD', 'NN'}",0,83,83,83
830,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,830,830,830
83a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,83a,83a,83a
84,14,2,1.6714322383462373e-05,15.868555606698639,CD,1,{'CD'},0,84,84,84
84a,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,84a,84a,84a
84aa,2,4,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,84aa,84aa,84aa
85,15,2,1.7908202553709684e-05,15.769019933147725,CD,1,{'CD'},0,85,85,85
852,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,852,852,852
85a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,85a,85a,85a
86,16,2,1.9102082723956995e-05,15.675910528756242,CD,1,{'CD'},0,86,86,86
87,14,2,1.6714322383462373e-05,15.868555606698639,CD,2,"{'CD', 'POS'}",0,87,87,87
878,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,878,878,878
8786,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,8786,8786,8786
88,13,2,1.552044221321506e-05,15.975470810615152,CD,2,"{'CD', 'NN'}",0,88,88,88
88a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,88a,88a,88a
89,14,2,1.6714322383462373e-05,15.868555606698639,CD,1,{'CD'},0,89,89,89
89a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,89a,89a,89a
8a,3,2,3.581640510741937e-06,18.090948028035086,CD,1,{'CD'},0,8a,8a,8a
8mm,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,8mm,8mm,8mm
8sther,1,6,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,8sther,8sther,8sther
8x10,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,8x10,8x10,8x10
9,33,1,3.9398045618161305e-05,14.63151640939779,CD,1,{'CD'},0,9,9,9
90,17,2,2.029596289420431e-05,15.588447687505903,CD,1,{'CD'},0,90,90,90
900,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,900,900,900
90210,1,5,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,90210,90210,90210
90s,2,3,2.3877603404946244e-06,18.675910528756244,NN,2,"{'CD', 'NN'}",0,90,90s,90s
91,15,2,1.7908202553709684e-05,15.769019933147725,CD,2,"{'CD', 'RB'}",0,91,91,91
911,10,3,1.1938801702473123e-05,16.35398243386888,CD,1,{'CD'},0,911,911,911
915,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,915,915,915
91a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,91a,91a,91a
91luke,1,6,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,91luke,91luke,91luke
92,14,2,1.6714322383462373e-05,15.868555606698639,CD,1,{'CD'},0,92,92,92
93,14,2,1.6714322383462373e-05,15.868555606698639,CD,1,{'CD'},0,93,93,93
935,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,935,935,935
93a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,93a,93a,93a
94,13,2,1.552044221321506e-05,15.975470810615152,CD,1,{'CD'},0,94,94,94
940,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,940,940,940
9431,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,9431,9431,9431
95,13,2,1.552044221321506e-05,15.975470810615152,CD,2,"{'CD', 'POS'}",0,95,95,95
96,13,2,1.552044221321506e-05,15.975470810615152,CD,1,{'CD'},0,96,96,96
97,14,2,1.6714322383462373e-05,15.868555606698639,CD,1,{'CD'},0,97,97,97
98,12,2,1.4326562042967747e-05,16.090948028035086,CD,1,{'CD'},0,98,98,98
986,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,986,986,986
99,12,2,1.4326562042967747e-05,16.090948028035086,CD,1,{'CD'},0,99,99,99
9a,1,2,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,9a,9a,9a
9j1,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,9j1,9j1,9j1
9mm,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,9mm,9mm,9mm
9s,1,2,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,9s,9s,9s
a,20241,1,0.02416532852597585,5.370917581536113,DT,14,"{'NN', 'RP', 'NNP', 'VBZ', 'VB', 'VBP', 'IN', 'MD', 'RB', 'POS', 'DT', 'JJ', 'NNS', 'VBN'}",1,a,a,a
a2,1,2,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,a2,a2,a2
a2s,1,3,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,a2,a2,a2s
aa,3,2,3.581640510741937e-06,18.090948028035086,NNP,2,"{'NN', 'NNP'}",0,aa,aa,aa
aaa,2,3,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,aaa,aaa,aa
aaaaa,1,5,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,aaaaa,aaaaa,aaaa
aaaaaaahooooooh,1,15,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,aaaaaaahooooooh,aaaaaaahooooooh,aaaaaaahooooooh
aaaah,1,5,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,aaaah,aaaah,aaaah
aaaahooooh,1,10,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,aaaahooooh,aaaahooooh,aaaahooooh
aaagh,1,5,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,aaagh,aaagh,aaagh
aaahh,1,5,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,aaahh,aaahh,aaahh
aaand,1,5,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,aaand,aaand,aaand
aaargh,1,6,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,aaargh,aaargh,aaargh
aaarty,1,6,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,aaarti,aaarti,aaarty
aaaww,1,5,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,aaaww,aaaww,aaaww
