term_str,n,n_chars,p,i,pos_group,n_pos
detailed,2,8,8.464533604198409e-06,16.85013799151007,VBZ,3
details,1,7,4.232266802099204e-06,17.85013799151007,NN,2
detect,1,6,4.232266802099204e-06,17.85013799151007,VB,1
detecting,1,9,4.232266802099204e-06,17.85013799151007,JJ,1
detectives,1,10,4.232266802099204e-06,17.85013799151007,NNS,4
detector,1,8,4.232266802099204e-06,17.85013799151007,NN,2
detention,1,9,4.232266802099204e-06,17.85013799151007,NN,1
detergent,1,9,4.232266802099204e-06,17.85013799151007,NN,1
determination,1,13,4.232266802099204e-06,17.85013799151007,NN,1
determine,2,9,8.464533604198409e-06,16.85013799151007,VB,1
determined,10,10,4.2322668020992044e-05,14.52820989662271,VBD,6
determinedly,1,12,4.232266802099204e-06,17.85013799151007,RB,1
detritus,10,8,4.2322668020992044e-05,14.52820989662271,NN,2
detroit,1,7,4.232266802099204e-06,17.85013799151007,NNP,1
devastated,3,10,1.2696800406297614e-05,16.265175490788916,NNP,6
devastating,2,11,8.464533604198409e-06,16.85013799151007,JJ,3
devastationdisbelief,1,20,4.232266802099204e-06,17.85013799151007,NN,1
develop,1,7,4.232266802099204e-06,17.85013799151007,VBP,2
developed,1,9,4.232266802099204e-06,17.85013799151007,JJ,3
developing,1,10,4.232266802099204e-06,17.85013799151007,NN,2
developmental,1,13,4.232266802099204e-06,17.85013799151007,JJ,1
deviant,1,7,4.232266802099204e-06,17.85013799151007,JJ,1
deviate,1,7,4.232266802099204e-06,17.85013799151007,VB,1
device,2,6,8.464533604198409e-06,16.85013799151007,NN,2
devices,2,7,8.464533604198409e-06,16.85013799151007,NN,2
devil,17,5,7.194853563568648e-05,13.762675150259733,NN,3
devilishly,1,10,4.232266802099204e-06,17.85013799151007,RB,1
devils,4,6,1.6929067208396817e-05,15.850137991510072,NNP,5
devoid,1,6,4.232266802099204e-06,17.85013799151007,JJ,2
devour,1,6,4.232266802099204e-06,17.85013799151007,VB,1
devours,1,7,4.232266802099204e-06,17.85013799151007,NNP,1
dewey,137,5,0.000579820551887591,10.752105908549545,NNP,4
deweys,13,6,5.5019468427289656e-05,14.14969827336898,NNP,1
dexterity,1,9,4.232266802099204e-06,17.85013799151007,NN,1
dextran,1,7,4.232266802099204e-06,17.85013799151007,NN,1
dial,13,4,5.5019468427289656e-05,14.14969827336898,NNP,4
dialect,4,7,1.6929067208396817e-05,15.850137991510072,NN,1
dialectical,1,11,4.232266802099204e-06,17.85013799151007,NN,1
dialed,2,6,8.464533604198409e-06,16.85013799151007,NN,6
dialogue,1,8,4.232266802099204e-06,17.85013799151007,NNP,2
dials,5,5,2.1161334010496022e-05,15.52820989662271,NNS,5
diamond,1,7,4.232266802099204e-06,17.85013799151007,NN,1
diamonds,2,8,8.464533604198409e-06,16.85013799151007,NN,3
diane,2,5,8.464533604198409e-06,16.85013799151007,NNP,3
dianne,1,6,4.232266802099204e-06,17.85013799151007,NNP,1
diaper,2,6,8.464533604198409e-06,16.85013799151007,NN,1
diapers,2,7,8.464533604198409e-06,16.85013799151007,NN,1
diaphanous,1,10,4.232266802099204e-06,17.85013799151007,JJ,1
diary,3,5,1.2696800406297614e-05,16.265175490788916,NN,2
diced,1,5,4.232266802099204e-06,17.85013799151007,VB,1
dick,4,4,1.6929067208396817e-05,15.850137991510072,VBP,5
dicking,1,7,4.232266802099204e-06,17.85013799151007,VBG,1
dictate,1,7,4.232266802099204e-06,17.85013799151007,VB,1
dictionary,1,10,4.232266802099204e-06,17.85013799151007,NNP,2
did,220,3,0.000931098696461825,10.068778277985412,VBD,7
didnt,129,5,0.0005459624174707974,10.838910736086818,VBP,10
die,54,3,0.00022854240731335704,12.095250489346604,VB,8
died,35,4,0.00014812933807347215,12.720854974565105,VBD,7
diehards,2,8,8.464533604198409e-06,16.85013799151007,NN,2
dies,20,4,8.464533604198409e-05,13.52820989662271,VBZ,6
diet,4,4,1.6929067208396817e-05,15.850137991510072,NNP,4
difference,5,10,2.1161334010496022e-05,15.52820989662271,NN,1
differences,1,11,4.232266802099204e-06,17.85013799151007,NNS,1
different,42,9,0.0001777552056881666,12.457820568731313,JJ,4
difficult,8,9,3.3858134416793634e-05,14.850137991510072,JJ,4
difficulty,6,10,2.5393600812595227e-05,15.265175490788916,NN,3
dig,9,3,3.8090401218892836e-05,14.68021299006776,NN,7
digest,1,6,4.232266802099204e-06,17.85013799151007,JJS,2
digger,2,6,8.464533604198409e-06,16.85013799151007,NNP,2
diggers,28,7,0.00011850347045877772,13.042783069452469,NNP,4
digging,11,7,4.6554934823091246e-05,14.390706372872774,VBG,3
digit,1,5,4.232266802099204e-06,17.85013799151007,NN,2
dignitaries,1,11,4.232266802099204e-06,17.85013799151007,NNS,1
digs,9,4,3.8090401218892836e-05,14.68021299006776,VBZ,3
diiiieeee,1,9,4.232266802099204e-06,17.85013799151007,VB,1
dilapidated,1,11,4.232266802099204e-06,17.85013799151007,VBD,4
dillweed,1,8,4.232266802099204e-06,17.85013799151007,NN,1
dilophosaurs,1,12,4.232266802099204e-06,17.85013799151007,NNP,1
dilophosaurus,5,13,2.1161334010496022e-05,15.52820989662271,NNP,1
dim,7,3,2.962586761469443e-05,15.042783069452469,NN,7
dime,1,4,4.232266802099204e-06,17.85013799151007,NN,2
dimension,1,9,4.232266802099204e-06,17.85013799151007,NN,1
diminishes,1,10,4.232266802099204e-06,17.85013799151007,NN,1
diminishing,1,11,4.232266802099204e-06,17.85013799151007,VBG,2
dimly,6,5,2.5393600812595227e-05,15.265175490788916,RB,3
dimness,1,7,4.232266802099204e-06,17.85013799151007,NN,1
din,2,3,8.464533604198409e-06,16.85013799151007,NN,4
dine,2,4,8.464533604198409e-06,16.85013799151007,VB,1
diner,4,5,1.6929067208396817e-05,15.850137991510072,NN,3
dingy,1,5,4.232266802099204e-06,17.85013799151007,JJ,2
dining,13,6,5.5019468427289656e-05,14.14969827336898,NN,3
dinner,15,6,6.348400203148806e-05,13.943247395901555,NN,6
dinners,2,7,8.464533604198409e-06,16.85013799151007,NNP,1
dino,1,4,4.232266802099204e-06,17.85013799151007,NN,1
dinosaur,21,8,8.88776028440833e-05,13.457820568731313,NN,3
dinosaurs,27,9,0.00011427120365667852,13.095250489346604,NN,5
dip,1,3,4.232266802099204e-06,17.85013799151007,NNP,2
dipshit,1,7,4.232266802099204e-06,17.85013799151007,NNP,1
dipshits,1,8,4.232266802099204e-06,17.85013799151007,VB,1
direct,3,6,1.2696800406297614e-05,16.265175490788916,JJ,3
directing,1,9,4.232266802099204e-06,17.85013799151007,VBG,1
direction,22,9,9.310986964618249e-05,13.390706372872774,NN,3
directions,2,10,8.464533604198409e-06,16.85013799151007,NN,3
directly,30,8,0.00012696800406297612,12.943247395901555,RB,3
director,10,8,4.2322668020992044e-05,14.52820989662271,NNP,2
directs,2,7,8.464533604198409e-06,16.85013799151007,VBZ,2
dirt,11,4,4.6554934823091246e-05,14.390706372872774,NN,4
dirtied,1,7,4.232266802099204e-06,17.85013799151007,VBN,2
dirty,11,5,4.6554934823091246e-05,14.390706372872774,NN,5
disappear,14,9,5.925173522938886e-05,14.042783069452469,VBP,5
disappearance,1,13,4.232266802099204e-06,17.85013799151007,NN,2
disappeared,4,11,1.6929067208396817e-05,15.850137991510072,VBN,5
disappearing,10,12,4.2322668020992044e-05,14.52820989662271,VBG,4
disappears,29,10,0.00012273573726087692,12.9921569963825,VBZ,6
disappoint,2,10,8.464533604198409e-06,16.85013799151007,VBP,2
disappointed,3,12,1.2696800406297614e-05,16.265175490788916,VB,5
disappointing,1,13,4.232266802099204e-06,17.85013799151007,NNP,1
disappointment,2,14,8.464533604198409e-06,16.85013799151007,NN,1
disapprovingly,1,14,4.232266802099204e-06,17.85013799151007,RB,2
disarmed,1,8,4.232266802099204e-06,17.85013799151007,NNP,1
disarming,1,9,4.232266802099204e-06,17.85013799151007,NN,1
disarmingly,1,11,4.232266802099204e-06,17.85013799151007,RB,1
disassembled,1,12,4.232266802099204e-06,17.85013799151007,VBD,1
disbelief,11,9,4.6554934823091246e-05,14.390706372872774,NN,4
disc,1,4,4.232266802099204e-06,17.85013799151007,NNP,2
discarded,5,9,2.1161334010496022e-05,15.52820989662271,JJ,3
discerns,1,8,4.232266802099204e-06,17.85013799151007,NNS,2
disciples,2,9,8.464533604198409e-06,16.85013799151007,NNP,2
discipline,1,10,4.232266802099204e-06,17.85013799151007,NN,1
disclosing,1,10,4.232266802099204e-06,17.85013799151007,VBG,1
discomfort,1,10,4.232266802099204e-06,17.85013799151007,NN,1
disconnected,1,12,4.232266802099204e-06,17.85013799151007,NNP,4
disconnecting,1,13,4.232266802099204e-06,17.85013799151007,VBG,1
discontented,1,12,4.232266802099204e-06,17.85013799151007,NN,1
discorder,1,9,4.232266802099204e-06,17.85013799151007,NN,1
discouraging,1,12,4.232266802099204e-06,17.85013799151007,JJ,1
discourse,1,9,4.232266802099204e-06,17.85013799151007,VBN,1
discourtesy,1,11,4.232266802099204e-06,17.85013799151007,NNP,1
discover,2,8,8.464533604198409e-06,16.85013799151007,VB,2
discovered,4,10,1.6929067208396817e-05,15.850137991510072,VBD,4
discovers,3,9,1.2696800406297614e-05,16.265175490788916,VBZ,2
discovery,1,9,4.232266802099204e-06,17.85013799151007,NN,2
discreet,1,8,4.232266802099204e-06,17.85013799151007,NN,2
discs,1,5,4.232266802099204e-06,17.85013799151007,NN,1
discuss,2,7,8.464533604198409e-06,16.85013799151007,VBZ,2
discussed,1,9,4.232266802099204e-06,17.85013799151007,VBN,3
discussion,2,10,8.464533604198409e-06,16.85013799151007,NN,1
disdainful,3,10,1.2696800406297614e-05,16.265175490788916,NN,3
disdainfully,3,12,1.2696800406297614e-05,16.265175490788916,NN,2
disease,3,7,1.2696800406297614e-05,16.265175490788916,RP,5
diseased,2,8,8.464533604198409e-06,16.85013799151007,VBD,7
disembodied,1,11,4.232266802099204e-06,17.85013799151007,NNP,3
disemboweled,2,12,8.464533604198409e-06,16.85013799151007,JJ,2
disenchanted,1,12,4.232266802099204e-06,17.85013799151007,JJ,1
disengage,1,9,4.232266802099204e-06,17.85013799151007,VB,2
disengages,1,10,4.232266802099204e-06,17.85013799151007,VBZ,2
disfigured,1,10,4.232266802099204e-06,17.85013799151007,NN,5
disgrace,1,8,4.232266802099204e-06,17.85013799151007,VB,1
disguised,1,9,4.232266802099204e-06,17.85013799151007,NN,3
disgust,8,7,3.3858134416793634e-05,14.850137991510072,NN,4
disgusted,9,9,3.8090401218892836e-05,14.68021299006776,NNP,5
disgustedly,1,11,4.232266802099204e-06,17.85013799151007,RB,1
disgusting,5,10,2.1161334010496022e-05,15.52820989662271,NN,5
disgustingly,1,12,4.232266802099204e-06,17.85013799151007,RB,1
disgusts,1,8,4.232266802099204e-06,17.85013799151007,NNS,2
dish,3,4,1.2696800406297614e-05,16.265175490788916,NN,4
dishes,1,6,4.232266802099204e-06,17.85013799151007,NNS,3
disheveled,2,10,8.464533604198409e-06,16.85013799151007,VBD,3
dishwasher,1,10,4.232266802099204e-06,17.85013799151007,NN,2
disillusioned,1,13,4.232266802099204e-06,17.85013799151007,NN,1
disintegrates,1,13,4.232266802099204e-06,17.85013799151007,VBZ,1
disintegrating,1,14,4.232266802099204e-06,17.85013799151007,VBG,1
disk,5,4,2.1161334010496022e-05,15.52820989662271,NNP,2
disks,2,5,8.464533604198409e-06,16.85013799151007,VBP,3
dislike,1,7,4.232266802099204e-06,17.85013799151007,VBP,1
dislikin,1,8,4.232266802099204e-06,17.85013799151007,NN,1
dislodged,1,9,4.232266802099204e-06,17.85013799151007,VBN,2
dislodging,1,10,4.232266802099204e-06,17.85013799151007,VBG,1
dismantling,1,11,4.232266802099204e-06,17.85013799151007,VBG,1
dismay,3,6,1.2696800406297614e-05,16.265175490788916,NN,2
dismembered,1,11,4.232266802099204e-06,17.85013799151007,JJ,1
dismissed,1,9,4.232266802099204e-06,17.85013799151007,VBD,2
dismounts,1,9,4.232266802099204e-06,17.85013799151007,VBZ,1
disobey,1,7,4.232266802099204e-06,17.85013799151007,VB,1
disorder,3,8,1.2696800406297614e-05,16.265175490788916,JJ,3
disorders,1,9,4.232266802099204e-06,17.85013799151007,NNP,1
disoriented,3,11,1.2696800406297614e-05,16.265175490788916,NNP,6
dispair,1,7,4.232266802099204e-06,17.85013799151007,NN,1
dispassionately,1,15,4.232266802099204e-06,17.85013799151007,NN,1
dispatched,1,10,4.232266802099204e-06,17.85013799151007,VBN,1
dispensary,1,10,4.232266802099204e-06,17.85013799151007,NN,2
dispensers,1,10,4.232266802099204e-06,17.85013799151007,NN,2
disperses,1,9,4.232266802099204e-06,17.85013799151007,NN,1
dispersing,1,10,4.232266802099204e-06,17.85013799151007,NN,1
display,19,7,8.041306923988488e-05,13.602210478066487,NN,5
displayed,2,9,8.464533604198409e-06,16.85013799151007,VBP,5
displays,8,8,3.3858134416793634e-05,14.850137991510072,VBZ,5
disregard,2,9,8.464533604198409e-06,16.85013799151007,RB,2
disrobes,1,8,4.232266802099204e-06,17.85013799151007,NN,1
disrupted,1,9,4.232266802099204e-06,17.85013799151007,VBD,1
dissect,1,7,4.232266802099204e-06,17.85013799151007,VB,1
dissipate,1,9,4.232266802099204e-06,17.85013799151007,VB,1
dissipates,3,10,1.2696800406297614e-05,16.265175490788916,NN,3
dissipating,2,11,8.464533604198409e-06,16.85013799151007,VBG,1
dissolve,36,8,0.00015236160487557134,12.68021299006776,NNP,3
dissolves,4,9,1.6929067208396817e-05,15.850137991510072,VBZ,2
distance,45,8,0.0001904520060944642,12.358284895180397,NN,3
distant,18,7,7.618080243778567e-05,13.68021299006776,JJ,4
distaste,3,8,1.2696800406297614e-05,16.265175490788916,NN,1
distinct,3,8,1.2696800406297614e-05,16.265175490788916,JJ,3
distinctive,2,11,8.464533604198409e-06,16.85013799151007,JJ,1
distinctly,1,10,4.232266802099204e-06,17.85013799151007,NN,2
distinguished,1,13,4.232266802099204e-06,17.85013799151007,JJ,2
distorted,11,9,4.6554934823091246e-05,14.390706372872774,NN,7
distortion,1,10,4.232266802099204e-06,17.85013799151007,NN,1
distorts,1,8,4.232266802099204e-06,17.85013799151007,VBZ,2
distracted,8,10,3.3858134416793634e-05,14.850137991510072,NN,6
distractedly,1,12,4.232266802099204e-06,17.85013799151007,NN,2
distracting,1,11,4.232266802099204e-06,17.85013799151007,VBG,1
distraction,1,11,4.232266802099204e-06,17.85013799151007,NN,2
distracts,1,9,4.232266802099204e-06,17.85013799151007,VBZ,1
distraught,2,10,8.464533604198409e-06,16.85013799151007,NN,3
distress,3,8,1.2696800406297614e-05,16.265175490788916,NN,2
distressed,1,10,4.232266802099204e-06,17.85013799151007,NN,4
disturb,1,7,4.232266802099204e-06,17.85013799151007,RB,2
disturbance,2,11,8.464533604198409e-06,16.85013799151007,NN,1
disturbances,1,12,4.232266802099204e-06,17.85013799151007,NN,2
disturbed,5,9,2.1161334010496022e-05,15.52820989662271,NN,6
disturbing,1,10,4.232266802099204e-06,17.85013799151007,VBG,3
ditch,3,5,1.2696800406297614e-05,16.265175490788916,NN,3
dive,6,4,2.5393600812595227e-05,15.265175490788916,VBP,4
diver,1,5,4.232266802099204e-06,17.85013799151007,NN,1
divers,1,6,4.232266802099204e-06,17.85013799151007,NN,1
diverted,1,8,4.232266802099204e-06,17.85013799151007,VBN,1
diverts,1,7,4.232266802099204e-06,17.85013799151007,VBZ,1
dives,25,5,0.0001058066700524801,13.206281801735347,VBZ,4
divide,1,6,4.232266802099204e-06,17.85013799151007,VB,3
divinely,1,8,4.232266802099204e-06,17.85013799151007,RB,1
diving,3,6,1.2696800406297614e-05,16.265175490788916,VBG,3
divorce,3,7,1.2696800406297614e-05,16.265175490788916,NN,3
divorced,3,8,1.2696800406297614e-05,16.265175490788916,NNP,2
divulges,1,8,4.232266802099204e-06,17.85013799151007,VBZ,1
dizzily,1,7,4.232266802099204e-06,17.85013799151007,VB,3
dizzy,3,5,1.2696800406297614e-05,16.265175490788916,JJ,2
dizzying,1,8,4.232266802099204e-06,17.85013799151007,JJ,1
dj,1,2,4.232266802099204e-06,17.85013799151007,NNP,1
dna,12,3,5.0787201625190454e-05,14.265175490788916,NNP,1
do,510,2,0.0021584560690705943,8.855784554651214,VBP,9
doc,4,3,1.6929067208396817e-05,15.850137991510072,NNP,3
dock,6,4,2.5393600812595227e-05,15.265175490788916,NN,5
docked,5,6,2.1161334010496022e-05,15.52820989662271,VBN,4
docks,2,5,8.464533604198409e-06,16.85013799151007,NN,2
doctor,38,6,0.00016082613847976976,12.602210478066487,NNP,6
doctors,6,7,2.5393600812595227e-05,15.265175490788916,NN,3
documents,1,9,4.232266802099204e-06,17.85013799151007,NN,4
dodge,2,5,8.464533604198409e-06,16.85013799151007,NNP,4
dodges,5,6,2.1161334010496022e-05,15.52820989662271,VBZ,4
does,103,4,0.00043592348061621805,11.163637464326854,VBZ,7
doesnt,144,6,0.0006094464195022854,10.68021299006776,VBZ,11
doeuvres,1,8,4.232266802099204e-06,17.85013799151007,NNS,1
dog,38,3,0.00016082613847976976,12.602210478066487,NN,6
doggin,1,6,4.232266802099204e-06,17.85013799151007,VBZ,1
dogs,5,4,2.1161334010496022e-05,15.52820989662271,NNS,5
doin,6,4,2.5393600812595227e-05,15.265175490788916,VBP,9
doing,87,5,0.0003682072117826308,11.407194495661344,VBG,9
dolby,1,5,4.232266802099204e-06,17.85013799151007,NNP,1
doll,29,4,0.00012273573726087692,12.9921569963825,NN,3
dollars,7,7,2.962586761469443e-05,15.042783069452469,NN,3
dollmaker,3,9,1.2696800406297614e-05,16.265175490788916,NNP,2
dolls,14,5,5.925173522938886e-05,14.042783069452469,NN,5
dolly,1,5,4.232266802099204e-06,17.85013799151007,NNP,1
dolphins,1,8,4.232266802099204e-06,17.85013799151007,NNS,1
domestic,1,8,4.232266802099204e-06,17.85013799151007,JJ,1
dominate,1,8,4.232266802099204e-06,17.85013799151007,NNP,1
domine,2,6,8.464533604198409e-06,16.85013799151007,NN,1
domino,1,6,4.232266802099204e-06,17.85013799151007,NN,1
don,1,3,4.232266802099204e-06,17.85013799151007,VBP,3
donald,7,6,2.962586761469443e-05,15.042783069452469,NNP,1
donations,1,9,4.232266802099204e-06,17.85013799151007,NNS,1
done,49,4,0.000207381073302861,12.235428147394863,VBN,9
donning,1,7,4.232266802099204e-06,17.85013799151007,VBG,2
dons,3,4,1.2696800406297614e-05,16.265175490788916,VBZ,2
dont,514,4,0.002175385136278991,8.844513442316194,VBP,12
dontits,1,7,4.232266802099204e-06,17.85013799151007,NN,1
doo,1,3,4.232266802099204e-06,17.85013799151007,NN,3
doobie,1,6,4.232266802099204e-06,17.85013799151007,NNP,1
doodling,3,8,1.2696800406297614e-05,16.265175490788916,VBG,2
doofus,1,6,4.232266802099204e-06,17.85013799151007,VBP,1
doomed,4,6,1.6929067208396817e-05,15.850137991510072,JJ,4
doomsday,1,8,4.232266802099204e-06,17.85013799151007,JJ,1
doon,1,4,4.232266802099204e-06,17.85013799151007,NNP,1
door,634,4,0.0026832571525308956,8.541798961370665,NN,8
doorbell,3,8,1.2696800406297614e-05,16.265175490788916,NNP,2
doorframe,4,9,1.6929067208396817e-05,15.850137991510072,NN,1
doorhootin,1,10,4.232266802099204e-06,17.85013799151007,NN,1
doorknob,5,8,2.1161334010496022e-05,15.52820989662271,NN,3
doornarrowly,1,12,4.232266802099204e-06,17.85013799151007,RB,1
doors,87,5,0.0003682072117826308,11.407194495661344,NNS,5
doorshe,1,7,4.232266802099204e-06,17.85013799151007,NN,1
doorsmoving,1,11,4.232266802099204e-06,17.85013799151007,VBG,1
doorsuddenly,1,12,4.232266802099204e-06,17.85013799151007,RB,1
doorthe,1,7,4.232266802099204e-06,17.85013799151007,NN,1
doorthen,1,8,4.232266802099204e-06,17.85013799151007,NN,1
doorwary,1,8,4.232266802099204e-06,17.85013799151007,NN,1
doorway,77,7,0.0003258845437616387,11.58335145081517,NN,4
doorwayas,1,9,4.232266802099204e-06,17.85013799151007,NN,1
doorways,8,8,3.3858134416793634e-05,14.850137991510072,NN,3
dope,2,4,8.464533604198409e-06,16.85013799151007,NNP,3
doped,1,5,4.232266802099204e-06,17.85013799151007,VBD,2
dorky,1,5,4.232266802099204e-06,17.85013799151007,NN,1
dorm,3,4,1.2696800406297614e-05,16.265175490788916,NNP,2
dormant,2,7,8.464533604198409e-06,16.85013799151007,NN,2
dossier,1,7,4.232266802099204e-06,17.85013799151007,NNP,2
dot,2,3,8.464533604198409e-06,16.85013799151007,NN,4
doth,1,4,4.232266802099204e-06,17.85013799151007,NN,1
dots,1,4,4.232266802099204e-06,17.85013799151007,NNS,2
dotted,1,6,4.232266802099204e-06,17.85013799151007,JJ,3
double,16,6,6.771626883358727e-05,13.850137991510072,JJ,5
doubled,1,7,4.232266802099204e-06,17.85013799151007,VBD,2
doubles,6,7,2.5393600812595227e-05,15.265175490788916,NNS,2
doubt,9,5,3.8090401218892836e-05,14.68021299006776,NN,6
doubted,1,7,4.232266802099204e-06,17.85013799151007,VBP,2
doubtfully,1,10,4.232266802099204e-06,17.85013799151007,JJ,2
doughy,1,6,4.232266802099204e-06,17.85013799151007,JJ,1
dousing,1,7,4.232266802099204e-06,17.85013799151007,VBG,1
dove,2,4,8.464533604198409e-06,16.85013799151007,NN,2
doves,1,5,4.232266802099204e-06,17.85013799151007,NN,1
down,813,4,0.0034408329101066532,8.183026449435044,RP,12
downbut,1,7,4.232266802099204e-06,17.85013799151007,JJ,2
downed,2,6,8.464533604198409e-06,16.85013799151007,JJ,2
downer,1,6,4.232266802099204e-06,17.85013799151007,NNP,1
downout,1,7,4.232266802099204e-06,17.85013799151007,NNS,1
downscreaming,1,13,4.232266802099204e-06,17.85013799151007,NNS,1
downstairs,12,10,5.0787201625190454e-05,14.265175490788916,NN,10
downstream,2,10,8.464533604198409e-06,16.85013799151007,NN,1
downtown,4,8,1.6929067208396817e-05,15.850137991510072,NN,5
downward,1,8,4.232266802099204e-06,17.85013799151007,JJ,5
doyle,4,5,1.6929067208396817e-05,15.850137991510072,NNP,1
dozen,13,5,5.5019468427289656e-05,14.14969827336898,NN,2
dozens,15,6,6.348400203148806e-05,13.943247395901555,NNS,2
dozer,1,5,4.232266802099204e-06,17.85013799151007,JJ,1
dozes,1,5,4.232266802099204e-06,17.85013799151007,VBD,2
dozing,1,6,4.232266802099204e-06,17.85013799151007,VBG,4
dr,328,2,0.001388183511088539,9.492585986891989,NNP,2
dracula,4,7,1.6929067208396817e-05,15.850137991510072,NNP,2
drag,13,4,5.5019468427289656e-05,14.14969827336898,VB,6
dragged,6,7,2.5393600812595227e-05,15.265175490788916,VBN,3
dragging,2,8,8.464533604198409e-06,16.85013799151007,NN,4
drags,16,5,6.771626883358727e-05,13.850137991510072,VBZ,5
drain,4,5,1.6929067208396817e-05,15.850137991510072,VB,5
drained,10,7,4.2322668020992044e-05,14.52820989662271,VBD,5
draining,2,8,8.464533604198409e-06,16.85013799151007,VBG,1
drainpipe,2,9,8.464533604198409e-06,16.85013799151007,NN,1
drains,5,6,2.1161334010496022e-05,15.52820989662271,NNS,2
dramatic,4,8,1.6929067208396817e-05,15.850137991510072,JJ,3
dramatically,3,12,1.2696800406297614e-05,16.265175490788916,RB,3
drape,4,5,1.6929067208396817e-05,15.850137991510072,NN,2
draped,7,6,2.962586761469443e-05,15.042783069452469,VBD,5
drapes,4,6,1.6929067208396817e-05,15.850137991510072,NN,6
draping,1,7,4.232266802099204e-06,17.85013799151007,VBG,2
drastically,1,11,4.232266802099204e-06,17.85013799151007,NN,1
draw,12,4,5.0787201625190454e-05,14.265175490788916,VB,6
drawer,13,6,5.5019468427289656e-05,14.14969827336898,NN,3
drawers,11,7,4.6554934823091246e-05,14.390706372872774,NNS,5
drawing,7,7,2.962586761469443e-05,15.042783069452469,VBG,4
drawings,22,8,9.310986964618249e-05,13.390706372872774,NNS,7
drawingsthey,1,12,4.232266802099204e-06,17.85013799151007,NNS,1
drawl,1,5,4.232266802099204e-06,17.85013799151007,NN,1
drawn,21,5,8.88776028440833e-05,13.457820568731313,VBN,5
draws,28,5,0.00011850347045877772,13.042783069452469,VBZ,7
drawstring,4,10,1.6929067208396817e-05,15.850137991510072,NN,2
dread,3,5,1.2696800406297614e-05,16.265175490788916,NN,5
dreaded,2,7,8.464533604198409e-06,16.85013799151007,NNP,2
dream,63,5,0.0002666328085322499,11.872858068010157,NNP,5
dreamed,7,7,2.962586761469443e-05,15.042783069452469,VBD,3
dreamer,1,7,4.232266802099204e-06,17.85013799151007,NN,1
dreamily,5,8,2.1161334010496022e-05,15.52820989662271,RB,3
dreaming,7,8,2.962586761469443e-05,15.042783069452469,NN,3
dreamland,1,9,4.232266802099204e-06,17.85013799151007,NN,2
dreamlike,2,9,8.464533604198409e-06,16.85013799151007,NN,1
dreams,14,6,5.925173522938886e-05,14.042783069452469,NN,5
dreamt,1,6,4.232266802099204e-06,17.85013799151007,VBZ,1
dreamworld,1,10,4.232266802099204e-06,17.85013799151007,NN,1
dreamy,3,6,1.2696800406297614e-05,16.265175490788916,JJ,2
drenched,4,8,1.6929067208396817e-05,15.850137991510072,VBN,4
drenching,1,9,4.232266802099204e-06,17.85013799151007,VBG,1
dress,46,5,0.0001946842728965634,12.326576035453058,NN,6
dressed,44,7,0.00018621973929236498,12.390706372872774,VBN,7
dresser,4,7,1.6929067208396817e-05,15.850137991510072,NN,1
dresses,9,7,3.8090401218892836e-05,14.68021299006776,NN,6
dressing,5,8,2.1161334010496022e-05,15.52820989662271,VBG,5
dressmaker,5,10,2.1161334010496022e-05,15.52820989662271,NN,2
dressmakers,1,11,4.232266802099204e-06,17.85013799151007,NN,1
drew,1,4,4.232266802099204e-06,17.85013799151007,VBD,3
dreyfuss,1,8,4.232266802099204e-06,17.85013799151007,NNP,1
dribbles,1,8,4.232266802099204e-06,17.85013799151007,NNS,2
dribbling,1,9,4.232266802099204e-06,17.85013799151007,VBG,1
dried,5,5,2.1161334010496022e-05,15.52820989662271,VBD,4
dries,1,5,4.232266802099204e-06,17.85013799151007,VBZ,2
drift,4,5,1.6929067208396817e-05,15.850137991510072,VBP,6
drifter,1,7,4.232266802099204e-06,17.85013799151007,NN,1
drifting,6,8,2.5393600812595227e-05,15.265175490788916,VBG,4
drifts,5,6,2.1161334010496022e-05,15.52820989662271,NNS,5
drill,5,5,2.1161334010496022e-05,15.52820989662271,NN,4
drillbit,1,8,4.232266802099204e-06,17.85013799151007,NN,1
drills,2,6,8.464533604198409e-06,16.85013799151007,VBZ,3
drink,36,5,0.00015236160487557134,12.68021299006776,VB,4
drinking,10,8,4.2322668020992044e-05,14.52820989662271,NN,7
drinks,20,6,8.464533604198409e-05,13.52820989662271,NNS,8
drip,3,4,1.2696800406297614e-05,16.265175490788916,NN,5
dripping,10,8,4.2322668020992044e-05,14.52820989662271,VBG,4
drips,6,5,2.5393600812595227e-05,15.265175490788916,VBZ,4
drive,14,5,5.925173522938886e-05,14.042783069452469,NN,6
driven,5,6,2.1161334010496022e-05,15.52820989662271,VBN,4
driver,6,6,2.5393600812595227e-05,15.265175490788916,NN,4
drivers,9,7,3.8090401218892836e-05,14.68021299006776,NN,4
drives,29,6,0.00012273573726087692,12.9921569963825,VBZ,7
driveway,14,8,5.925173522938886e-05,14.042783069452469,NN,2
drivewaycasey,1,13,4.232266802099204e-06,17.85013799151007,NN,1
driving,16,7,6.771626883358727e-05,13.850137991510072,VBG,7
drizzle,1,7,4.232266802099204e-06,17.85013799151007,NN,2
drizzly,1,7,4.232266802099204e-06,17.85013799151007,NN,1
dromaeosaur,1,11,4.232266802099204e-06,17.85013799151007,NNS,1
drone,2,5,8.464533604198409e-06,16.85013799151007,NN,3
drones,1,6,4.232266802099204e-06,17.85013799151007,NNS,3
