term_str,n,n_chars,p,i,pos_group,n_pos
12,20,2,4.822647151021195e-05,14.339815215258401,CD,3
120,2,3,4.822647151021195e-06,17.661743310145763,CD,1
120a,2,4,4.822647151021195e-06,17.661743310145763,CD,1
121,2,3,4.822647151021195e-06,17.661743310145763,CD,1
122,2,3,4.822647151021195e-06,17.661743310145763,CD,1
123,3,3,7.233970726531793e-06,17.076780809424605,CD,1
124,2,3,4.822647151021195e-06,17.661743310145763,CD,1
125,2,3,4.822647151021195e-06,17.661743310145763,CD,1
12500000,1,8,2.4113235755105976e-06,18.661743310145763,JJ,1
126,2,3,4.822647151021195e-06,17.661743310145763,CD,1
12604,125,5,0.00030141544693882474,11.695959025483676,CD,1
126a,2,4,4.822647151021195e-06,17.661743310145763,CD,1
126b,2,4,4.822647151021195e-06,17.661743310145763,CD,1
126bb,2,5,4.822647151021195e-06,17.661743310145763,CD,1
126c,2,4,4.822647151021195e-06,17.661743310145763,CD,1
126d,2,4,4.822647151021195e-06,17.661743310145763,CD,1
126e,2,4,4.822647151021195e-06,17.661743310145763,CD,1
126f,2,4,4.822647151021195e-06,17.661743310145763,CD,1
127,2,3,4.822647151021195e-06,17.661743310145763,CD,1
128,2,3,4.822647151021195e-06,17.661743310145763,CD,1
129,2,3,4.822647151021195e-06,17.661743310145763,CD,1
13,15,2,3.616985363265897e-05,14.754852714537245,CD,1
130,3,3,7.233970726531793e-06,17.076780809424605,CD,1
131,2,3,4.822647151021195e-06,17.661743310145763,CD,1
131sthex,1,8,2.4113235755105976e-06,18.661743310145763,CD,1
132,2,3,4.822647151021195e-06,17.661743310145763,CD,1
132a,2,4,4.822647151021195e-06,17.661743310145763,CD,1
132b,2,4,4.822647151021195e-06,17.661743310145763,CD,1
132c,2,4,4.822647151021195e-06,17.661743310145763,CD,1
132d,2,4,4.822647151021195e-06,17.661743310145763,CD,1
13may,1,5,2.4113235755105976e-06,18.661743310145763,CD,1
13th,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
13ths,1,5,2.4113235755105976e-06,18.661743310145763,NNS,1
14,110,2,0.00026524559330616575,11.880383596621103,CD,1
1407,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
14may,1,5,2.4113235755105976e-06,18.661743310145763,CD,1
14os,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
14s,9,3,2.170191217959538e-05,15.49181830870345,CD,1
15,33,2,7.957367799184972e-05,13.61734919078731,CD,2
150,2,3,4.822647151021195e-06,17.661743310145763,CD,1
16,21,2,5.063779508572255e-05,14.269425887367003,CD,3
1612,4,4,9.64529430204239e-06,16.661743310145763,CD,1
1665,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
16h25,1,5,2.4113235755105976e-06,18.661743310145763,CD,1
17,27,2,6.510573653878615e-05,13.906855807982295,CD,4
1745,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
18,17,2,4.099250078368016e-05,14.574280468895424,CD,4
180,22,3,5.304911866123315e-05,14.202311691508466,CD,2
1870,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1872,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1880s,1,5,2.4113235755105976e-06,18.661743310145763,CD,1
19,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
1914,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1925,2,4,4.822647151021195e-06,17.661743310145763,CD,1
1930,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1936,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1937,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1946,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1947,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1950,2,4,4.822647151021195e-06,17.661743310145763,CD,1
1950s,2,5,4.822647151021195e-06,17.661743310145763,NNP,2
1951,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1952,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1953,3,4,7.233970726531793e-06,17.076780809424605,CD,1
1960s,1,5,2.4113235755105976e-06,18.661743310145763,CD,1
1963,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1969,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1971,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1972,2,4,4.822647151021195e-06,17.661743310145763,CD,1
1973,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1975,2,4,4.822647151021195e-06,17.661743310145763,CD,1
1978,2,4,4.822647151021195e-06,17.661743310145763,CD,1
1980,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1980s,1,5,2.4113235755105976e-06,18.661743310145763,CD,1
1981,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1982,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1983,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1984,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1985,2,4,4.822647151021195e-06,17.661743310145763,CD,1
1986,2,4,4.822647151021195e-06,17.661743310145763,CD,1
1987,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1988,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1991,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1995,1,4,2.4113235755105976e-06,18.661743310145763,JJ,2
1996,23,4,5.546044223674375e-05,14.13818135408875,CD,1
1997,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1998,2,4,4.822647151021195e-06,17.661743310145763,CD,1
1999,2,4,4.822647151021195e-06,17.661743310145763,CD,1
1a,2,2,4.822647151021195e-06,17.661743310145763,CD,1
1b,4,2,9.64529430204239e-06,16.661743310145763,CD,1
1esitates,1,9,2.4113235755105976e-06,18.661743310145763,CD,1
1i,1,2,2.4113235755105976e-06,18.661743310145763,CD,1
1m,1,2,2.4113235755105976e-06,18.661743310145763,CD,1
1obn,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
1s,1,2,2.4113235755105976e-06,18.661743310145763,VBZ,2
1w,1,2,2.4113235755105976e-06,18.661743310145763,CD,1
2,72,1,0.00017361529743676303,12.49181830870345,NNP,5
20,15,2,3.616985363265897e-05,14.754852714537245,CD,2
200,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
2000,2,4,4.822647151021195e-06,17.661743310145763,CD,1
2001,1,4,2.4113235755105976e-06,18.661743310145763,NN,1
2003,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
2049,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
206,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
20743,1,5,2.4113235755105976e-06,18.661743310145763,CD,1
20a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
20b,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
20s,6,3,1.4467941453063586e-05,16.076780809424605,CD,3
21,12,2,2.8935882906127173e-05,15.076780809424607,CD,2
2124,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
212555,1,6,2.4113235755105976e-06,18.661743310145763,NNP,1
2134,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
214,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
215,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
2183,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
2198,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
22,23,2,5.546044223674375e-05,14.13818135408875,CD,4
224,1,3,2.4113235755105976e-06,18.661743310145763,NN,1
23,13,2,3.1347206481637774e-05,14.96130359200467,CD,1
2304,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
24,14,2,3.375853005714837e-05,14.854388388088159,CD,1
2455,2,4,4.822647151021195e-06,17.661743310145763,CD,1
24a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
24th,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
25,13,2,3.1347206481637774e-05,14.96130359200467,CD,1
2500,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
2590,2,4,4.822647151021195e-06,17.661743310145763,CD,1
25th,3,4,7.233970726531793e-06,17.076780809424605,CD,1
26,12,2,2.8935882906127173e-05,15.076780809424607,CD,1
27,13,2,3.1347206481637774e-05,14.96130359200467,CD,2
28,14,2,3.375853005714837e-05,14.854388388088159,CD,1
29,19,2,4.5815147934701355e-05,14.413815796702178,CD,2
29a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
29th,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
2l,1,2,2.4113235755105976e-06,18.661743310145763,CD,1
2nd,1,3,2.4113235755105976e-06,18.661743310145763,CD,2
2v0,1,3,2.4113235755105976e-06,18.661743310145763,NN,1
3,39,1,9.404161944491331e-05,13.376341091283514,CD,6
30,18,2,4.340382435919076e-05,14.49181830870345,CD,3
300,1,3,2.4113235755105976e-06,18.661743310145763,CD,2
30a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
30s,10,3,2.4113235755105977e-05,15.339815215258401,NNP,2
31,11,2,2.6524559330616575e-05,15.202311691508466,CD,2
312,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
31410,1,5,2.4113235755105976e-06,18.661743310145763,CD,1
32,13,2,3.1347206481637774e-05,14.96130359200467,CD,3
323,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
325,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
3287,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
32a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
33,13,2,3.1347206481637774e-05,14.96130359200467,CD,2
3317,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
333am,1,5,2.4113235755105976e-06,18.661743310145763,CD,1
34,15,2,3.616985363265897e-05,14.754852714537245,CD,1
35,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
350,2,3,4.822647151021195e-06,17.661743310145763,CD,1
35a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
35mm,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
36,13,2,3.1347206481637774e-05,14.96130359200467,CD,2
360,3,3,7.233970726531793e-06,17.076780809424605,CD,1
36a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
37,13,2,3.1347206481637774e-05,14.96130359200467,CD,3
38,15,2,3.616985363265897e-05,14.754852714537245,CD,2
38a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
39,16,2,3.858117720816956e-05,14.661743310145763,CD,1
3a,1,2,2.4113235755105976e-06,18.661743310145763,NN,1
3am,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
3cpo,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
3er,1,3,2.4113235755105976e-06,18.661743310145763,NN,1
3ild,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
3s,1,2,2.4113235755105976e-06,18.661743310145763,CD,1
3t,1,2,2.4113235755105976e-06,18.661743310145763,CD,1
4,41,1,9.88642665959345e-05,13.304191305527679,CD,3
40,19,2,4.5815147934701355e-05,14.413815796702178,CD,3
400,17,3,4.099250078368016e-05,14.574280468895424,CD,2
403,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
40s,8,3,1.929058860408478e-05,15.661743310145763,NNP,3
41,13,2,3.1347206481637774e-05,14.96130359200467,CD,1
42,13,2,3.1347206481637774e-05,14.96130359200467,CD,2
425,4,3,9.64529430204239e-06,16.661743310145763,CD,1
42a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
42aa,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
43,13,2,3.1347206481637774e-05,14.96130359200467,CD,1
430,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
44,11,2,2.6524559330616575e-05,15.202311691508466,CD,4
44a,2,3,4.822647151021195e-06,17.661743310145763,CD,1
44b,2,3,4.822647151021195e-06,17.661743310145763,CD,1
45,17,2,4.099250078368016e-05,14.574280468895424,CD,2
454,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
45a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
45s,1,3,2.4113235755105976e-06,18.661743310145763,NN,1
46,12,2,2.8935882906127173e-05,15.076780809424607,CD,2
4636,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
46a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
47,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
470,1,3,2.4113235755105976e-06,18.661743310145763,VBD,1
47a,2,3,4.822647151021195e-06,17.661743310145763,CD,1
47b,2,3,4.822647151021195e-06,17.661743310145763,CD,1
47c,2,3,4.822647151021195e-06,17.661743310145763,CD,1
48,13,2,3.1347206481637774e-05,14.96130359200467,CD,1
49,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
49a,3,3,7.233970726531793e-06,17.076780809424605,CD,1
49b,2,3,4.822647151021195e-06,17.661743310145763,CD,1
49c,2,3,4.822647151021195e-06,17.661743310145763,CD,1
49cc,2,4,4.822647151021195e-06,17.661743310145763,CD,1
4a,3,2,7.233970726531793e-06,17.076780809424605,CD,1
4b,2,2,4.822647151021195e-06,17.661743310145763,CD,1
4bb,2,3,4.822647151021195e-06,17.661743310145763,CD,1
4x4s,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
4youre,1,6,2.4113235755105976e-06,18.661743310145763,CD,1
5,29,1,6.992838368980734e-05,13.80376231501819,CD,4
50,15,2,3.616985363265897e-05,14.754852714537245,CD,2
500,2,3,4.822647151021195e-06,17.661743310145763,NN,1
5000,2,4,4.822647151021195e-06,17.661743310145763,CD,1
50000000,1,8,2.4113235755105976e-06,18.661743310145763,NN,1
501s,3,4,7.233970726531793e-06,17.076780809424605,CD,1
5050,1,4,2.4113235755105976e-06,18.661743310145763,VBP,1
50s,5,3,1.2056617877552988e-05,16.3398152152584,CD,2
51,11,2,2.6524559330616575e-05,15.202311691508466,CD,2
51a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
51aa,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
52,12,2,2.8935882906127173e-05,15.076780809424607,CD,2
52a,2,3,4.822647151021195e-06,17.661743310145763,CD,1
53,15,2,3.616985363265897e-05,14.754852714537245,CD,2
53a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
53aa,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
54,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
543,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
54a,3,3,7.233970726531793e-06,17.076780809424605,CD,1
54aa,2,4,4.822647151021195e-06,17.661743310145763,CD,1
54ab,2,4,4.822647151021195e-06,17.661743310145763,CD,1
54b,2,3,4.822647151021195e-06,17.661743310145763,CD,1
55,12,2,2.8935882906127173e-05,15.076780809424607,CD,1
555,4,3,9.64529430204239e-06,16.661743310145763,CD,1
56,13,2,3.1347206481637774e-05,14.96130359200467,CD,1
56a,2,3,4.822647151021195e-06,17.661743310145763,CD,1
56b,2,3,4.822647151021195e-06,17.661743310145763,CD,1
57,12,2,2.8935882906127173e-05,15.076780809424607,CD,1
58,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
59,12,2,2.8935882906127173e-05,15.076780809424607,CD,1
5a,2,2,4.822647151021195e-06,17.661743310145763,CD,1
5o,1,2,2.4113235755105976e-06,18.661743310145763,CD,1
5x,1,2,2.4113235755105976e-06,18.661743310145763,CD,1
6,18,1,4.340382435919076e-05,14.49181830870345,CD,3
60,12,2,2.8935882906127173e-05,15.076780809424607,CD,2
605am,1,5,2.4113235755105976e-06,18.661743310145763,CD,1
60s,4,3,9.64529430204239e-06,16.661743310145763,NNP,2
61,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
61a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
61b,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
61ba,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
61c,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
62,10,2,2.4113235755105977e-05,15.339815215258401,CD,1
62a,2,3,4.822647151021195e-06,17.661743310145763,CD,1
62b,2,3,4.822647151021195e-06,17.661743310145763,CD,1
63,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
64,12,2,2.8935882906127173e-05,15.076780809424607,CD,1
65,13,2,3.1347206481637774e-05,14.96130359200467,CD,2
66,12,2,2.8935882906127173e-05,15.076780809424607,CD,1
666,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
669,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
67,12,2,2.8935882906127173e-05,15.076780809424607,CD,1
68,12,2,2.8935882906127173e-05,15.076780809424607,CD,2
68a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
68s,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
69,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
69a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
69aa,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
69b,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
6a,2,2,4.822647151021195e-06,17.661743310145763,CD,1
6ister,1,6,2.4113235755105976e-06,18.661743310145763,CD,1
7,23,1,5.546044223674375e-05,14.13818135408875,CD,3
70,12,2,2.8935882906127173e-05,15.076780809424607,CD,1
700,3,3,7.233970726531793e-06,17.076780809424605,CD,1
702,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
7036,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
708090,1,6,2.4113235755105976e-06,18.661743310145763,CD,1
70s,3,3,7.233970726531793e-06,17.076780809424605,CD,2
71,10,2,2.4113235755105977e-05,15.339815215258401,CD,1
717pm,1,5,2.4113235755105976e-06,18.661743310145763,CD,1
71m,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
72,12,2,2.8935882906127173e-05,15.076780809424607,CD,1
72a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
73,12,2,2.8935882906127173e-05,15.076780809424607,CD,2
74,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
747,4,3,9.64529430204239e-06,16.661743310145763,CD,1
74a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
74b,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
74c,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
75,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
76,10,2,2.4113235755105977e-05,15.339815215258401,CD,1
77,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
77a,3,3,7.233970726531793e-06,17.076780809424605,CD,1
78,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
79,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
79a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
7a,1,2,2.4113235755105976e-06,18.661743310145763,CD,1
7c,1,2,2.4113235755105976e-06,18.661743310145763,CD,1
7i,1,2,2.4113235755105976e-06,18.661743310145763,CD,1
7mee6,1,5,2.4113235755105976e-06,18.661743310145763,CD,1
7ouvered,1,8,2.4113235755105976e-06,18.661743310145763,CD,1
7t,1,2,2.4113235755105976e-06,18.661743310145763,CD,1
7uvali,1,6,2.4113235755105976e-06,18.661743310145763,CD,1
8,16,1,3.858117720816956e-05,14.661743310145763,CD,2
80,12,2,2.8935882906127173e-05,15.076780809424607,CD,1
800,2,3,4.822647151021195e-06,17.661743310145763,CD,1
80s,4,3,9.64529430204239e-06,16.661743310145763,NNS,3
81,10,2,2.4113235755105977e-05,15.339815215258401,CD,1
815,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
81a,2,3,4.822647151021195e-06,17.661743310145763,CD,1
82,11,2,2.6524559330616575e-05,15.202311691508466,CD,2
83,11,2,2.6524559330616575e-05,15.202311691508466,CD,2
830,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
83a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
84,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
84a,2,3,4.822647151021195e-06,17.661743310145763,CD,1
84aa,2,4,4.822647151021195e-06,17.661743310145763,CD,1
85,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
85a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
86,13,2,3.1347206481637774e-05,14.96130359200467,CD,1
87,11,2,2.6524559330616575e-05,15.202311691508466,CD,2
88,9,2,2.170191217959538e-05,15.49181830870345,CD,2
88a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
89,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
89a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
8a,3,2,7.233970726531793e-06,17.076780809424605,CD,1
8mm,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
8sther,1,6,2.4113235755105976e-06,18.661743310145763,CD,1
8x10,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
9,20,1,4.822647151021195e-05,14.339815215258401,CD,1
90,12,2,2.8935882906127173e-05,15.076780809424607,CD,1
90210,1,5,2.4113235755105976e-06,18.661743310145763,CD,1
90s,1,3,2.4113235755105976e-06,18.661743310145763,NN,2
91,11,2,2.6524559330616575e-05,15.202311691508466,CD,2
911,9,3,2.170191217959538e-05,15.49181830870345,CD,1
91a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
92,11,2,2.6524559330616575e-05,15.202311691508466,CD,1
93,10,2,2.4113235755105977e-05,15.339815215258401,CD,1
935,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
93a,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
94,9,2,2.170191217959538e-05,15.49181830870345,CD,1
940,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
9431,1,4,2.4113235755105976e-06,18.661743310145763,CD,1
95,9,2,2.170191217959538e-05,15.49181830870345,CD,2
96,9,2,2.170191217959538e-05,15.49181830870345,CD,1
97,10,2,2.4113235755105977e-05,15.339815215258401,CD,1
98,9,2,2.170191217959538e-05,15.49181830870345,CD,1
986,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
99,9,2,2.170191217959538e-05,15.49181830870345,CD,1
9a,1,2,2.4113235755105976e-06,18.661743310145763,CD,1
9j1,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
9mm,1,3,2.4113235755105976e-06,18.661743310145763,CD,1
9s,1,2,2.4113235755105976e-06,18.661743310145763,CD,1
a,10226,1,0.024658194883171374,5.341788999458819,DT,14
aa,1,2,2.4113235755105976e-06,18.661743310145763,NNP,2
aaaaaaahooooooh,1,15,2.4113235755105976e-06,18.661743310145763,NN,1
aaaahooooh,1,10,2.4113235755105976e-06,18.661743310145763,NNP,1
aaagh,1,5,2.4113235755105976e-06,18.661743310145763,NNP,1
aaahh,1,5,2.4113235755105976e-06,18.661743310145763,NNP,1
aaand,1,5,2.4113235755105976e-06,18.661743310145763,NNP,1
aaaww,1,5,2.4113235755105976e-06,18.661743310145763,NNP,1
aaby,1,4,2.4113235755105976e-06,18.661743310145763,NN,1
aaddy,1,5,2.4113235755105976e-06,18.661743310145763,NNP,1
aah,1,3,2.4113235755105976e-06,18.661743310145763,NN,2
ababy,1,5,2.4113235755105976e-06,18.661743310145763,NN,1
aback,15,5,3.616985363265897e-05,14.754852714537245,NN,4
abandoned,15,9,3.616985363265897e-05,14.754852714537245,VBN,5
abandons,2,8,4.822647151021195e-06,17.661743310145763,VBZ,2
abashed,1,7,2.4113235755105976e-06,18.661743310145763,JJ,1
abba,1,4,2.4113235755105976e-06,18.661743310145763,NNP,1
abdomen,8,7,1.929058860408478e-05,15.661743310145763,NN,2
abdominal,2,9,4.822647151021195e-06,17.661743310145763,JJ,1
abducted,1,8,2.4113235755105976e-06,18.661743310145763,VBN,2
abduction,2,9,4.822647151021195e-06,17.661743310145763,NN,1
abductor,4,8,9.64529430204239e-06,16.661743310145763,NNP,1
abductors,3,9,7.233970726531793e-06,17.076780809424605,NNP,1
aberdeen,1,8,2.4113235755105976e-06,18.661743310145763,JJ,1
abernathy,1,9,2.4113235755105976e-06,18.661743310145763,NNP,1
aberration,1,10,2.4113235755105976e-06,18.661743310145763,NN,1
abhors,1,6,2.4113235755105976e-06,18.661743310145763,NNS,1
abigai1,1,7,2.4113235755105976e-06,18.661743310145763,NNP,1
abigail,90,7,0.0002170191217959538,12.169890213816089,NNP,1
abigaildoesnt,1,13,2.4113235755105976e-06,18.661743310145763,NNP,1
abigails,11,8,2.6524559330616575e-05,15.202311691508466,NNP,1
abigailsighs,1,12,2.4113235755105976e-06,18.661743310145763,NNP,1
abilities,2,9,4.822647151021195e-06,17.661743310145763,NN,1
ability,8,7,1.929058860408478e-05,15.661743310145763,NN,2
abject,4,6,9.64529430204239e-06,16.661743310145763,JJ,3
