term_str,n,n_chars,p,i,pos_group,n_pos
79,3,2,1.6078979949512003e-05,15.924464589590327,CD,1
8,7,1,3.7517619882194674e-05,14.70207216825388,CD,2
80,4,2,2.143863993268267e-05,15.509427090311483,CD,1
81,3,2,1.6078979949512003e-05,15.924464589590327,CD,1
816,1,3,5.359659983170668e-06,17.509427090311483,CD,1
82,2,2,1.0719319966341335e-05,16.509427090311483,CD,2
820,1,3,5.359659983170668e-06,17.509427090311483,CD,1
83,3,2,1.6078979949512003e-05,15.924464589590327,CD,2
84,3,2,1.6078979949512003e-05,15.924464589590327,CD,1
85,3,2,1.6078979949512003e-05,15.924464589590327,CD,1
852,1,3,5.359659983170668e-06,17.509427090311483,CD,1
86,3,2,1.6078979949512003e-05,15.924464589590327,CD,1
87,3,2,1.6078979949512003e-05,15.924464589590327,CD,2
88,3,2,1.6078979949512003e-05,15.924464589590327,CD,2
89,3,2,1.6078979949512003e-05,15.924464589590327,CD,1
9,8,1,4.287727986536534e-05,14.509427090311483,CD,1
90,2,2,1.0719319966341335e-05,16.509427090311483,CD,1
900,1,3,5.359659983170668e-06,17.509427090311483,CD,1
91,3,2,1.6078979949512003e-05,15.924464589590327,CD,2
915,1,3,5.359659983170668e-06,17.509427090311483,CD,1
91luke,1,6,5.359659983170668e-06,17.509427090311483,CD,1
92,3,2,1.6078979949512003e-05,15.924464589590327,CD,1
93,4,2,2.143863993268267e-05,15.509427090311483,CD,1
94,4,2,2.143863993268267e-05,15.509427090311483,CD,1
95,3,2,1.6078979949512003e-05,15.924464589590327,CD,2
96,3,2,1.6078979949512003e-05,15.924464589590327,CD,1
97,3,2,1.6078979949512003e-05,15.924464589590327,CD,1
98,3,2,1.6078979949512003e-05,15.924464589590327,CD,1
99,3,2,1.6078979949512003e-05,15.924464589590327,CD,1
9mm,1,3,5.359659983170668e-06,17.509427090311483,CD,1
a,4178,1,0.02239265940968705,5.480830313244375,DT,14
a2,1,2,5.359659983170668e-06,17.509427090311483,NNP,1
a2s,1,3,5.359659983170668e-06,17.509427090311483,NNP,1
aa,2,2,1.0719319966341335e-05,16.509427090311483,NNP,2
aaa,2,3,1.0719319966341335e-05,16.509427090311483,NN,1
aaarty,1,6,5.359659983170668e-06,17.509427090311483,NN,1
ab,2,2,1.0719319966341335e-05,16.509427090311483,NNP,1
aback,1,5,5.359659983170668e-06,17.509427090311483,NN,4
abandon,4,7,2.143863993268267e-05,15.509427090311483,NNP,2
abandoned,4,9,2.143863993268267e-05,15.509427090311483,NNP,5
abandoning,1,10,5.359659983170668e-06,17.509427090311483,VBG,1
abating,1,7,5.359659983170668e-06,17.509427090311483,VBG,1
abdomen,6,7,3.2157959899024006e-05,14.924464589590327,NN,2
abdominal,1,9,5.359659983170668e-06,17.509427090311483,JJ,1
abducted,1,8,5.359659983170668e-06,17.509427090311483,JJ,2
abe,1,3,5.359659983170668e-06,17.509427090311483,NN,1
ability,2,7,1.0719319966341335e-05,16.509427090311483,NN,2
abject,1,6,5.359659983170668e-06,17.509427090311483,JJ,3
abjectly,1,8,5.359659983170668e-06,17.509427090311483,VBP,1
ablaze,1,6,5.359659983170668e-06,17.509427090311483,NN,3
able,21,4,0.00011255285964658402,13.117109667532723,JJ,2
aboard,4,6,2.143863993268267e-05,15.509427090311483,NN,5
abominable,1,10,5.359659983170668e-06,17.509427090311483,JJ,1
abomination,2,11,1.0719319966341335e-05,16.509427090311483,NN,1
abot,1,4,5.359659983170668e-06,17.509427090311483,NN,1
about,330,5,0.0017686877944463203,9.143104876065667,IN,10
above,54,5,0.00028942163909121603,11.754539588148015,IN,9
abridged,1,8,5.359659983170668e-06,17.509427090311483,JJ,1
abrupt,1,6,5.359659983170668e-06,17.509427090311483,JJ,1
abruptly,10,8,5.359659983170668e-05,14.187498995424122,RB,3
absence,1,7,5.359659983170668e-06,17.509427090311483,NN,2
absently,3,8,1.6078979949512003e-05,15.924464589590327,RB,3
absolute,3,8,1.6078979949512003e-05,15.924464589590327,JJ,3
absolutely,11,10,5.8956259814877345e-05,14.049995471674187,RB,3
absorb,2,6,1.0719319966341335e-05,16.509427090311483,NN,2
absorbed,1,8,5.359659983170668e-06,17.509427090311483,NNS,2
absorbing,2,9,1.0719319966341335e-05,16.509427090311483,VBG,1
abstract,2,8,1.0719319966341335e-05,16.509427090311483,NN,2
abstracts,1,9,5.359659983170668e-06,17.509427090311483,VBZ,1
absurd,1,6,5.359659983170668e-06,17.509427090311483,JJ,2
abuse,2,5,1.0719319966341335e-05,16.509427090311483,NN,2
abysmal,1,7,5.359659983170668e-06,17.509427090311483,JJ,1
accelerate,1,10,5.359659983170668e-06,17.509427090311483,NN,4
accelerates,2,11,1.0719319966341335e-05,16.509427090311483,VBZ,4
accelerator,1,11,5.359659983170668e-06,17.509427090311483,NNP,2
accent,1,6,5.359659983170668e-06,17.509427090311483,NN,3
accentuate,1,10,5.359659983170668e-06,17.509427090311483,VB,1
accept,5,6,2.679829991585334e-05,15.187498995424122,VB,5
acceptance,2,10,1.0719319966341335e-05,16.509427090311483,NN,1
accepted,6,8,3.2157959899024006e-05,14.924464589590327,VBN,4
access,8,6,4.287727986536534e-05,14.509427090311483,NN,3
accident,14,8,7.503523976438935e-05,13.70207216825388,NN,5
accidentally,1,12,5.359659983170668e-06,17.509427090311483,RB,3
acclimated,1,10,5.359659983170668e-06,17.509427090311483,IN,1
accommodate,1,11,5.359659983170668e-06,17.509427090311483,VB,1
accompanies,1,11,5.359659983170668e-06,17.509427090311483,VBZ,2
accompaniment,1,13,5.359659983170668e-06,17.509427090311483,NN,1
accomplish,1,10,5.359659983170668e-06,17.509427090311483,VB,1
according,3,9,1.6078979949512003e-05,15.924464589590327,VBG,1
accordingly,2,11,1.0719319966341335e-05,16.509427090311483,NN,1
account,2,7,1.0719319966341335e-05,16.509427090311483,NN,2
accumulated,1,11,5.359659983170668e-06,17.509427090311483,VBN,2
accurate,2,8,1.0719319966341335e-05,16.509427090311483,NN,3
accuser,1,7,5.359659983170668e-06,17.509427090311483,NN,1
accusing,3,8,1.6078979949512003e-05,15.924464589590327,NNP,3
accusingly,1,10,5.359659983170668e-06,17.509427090311483,RB,3
ace,3,3,1.6078979949512003e-05,15.924464589590327,NN,2
acetylene,2,9,1.0719319966341335e-05,16.509427090311483,NN,2
ache,2,4,1.0719319966341335e-05,16.509427090311483,VBZ,3
acheron,5,7,2.679829991585334e-05,15.187498995424122,NNP,1
aches,2,5,1.0719319966341335e-05,16.509427090311483,NNS,1
achievements,1,12,5.359659983170668e-06,17.509427090311483,NN,1
aching,1,6,5.359659983170668e-06,17.509427090311483,VBG,1
acid,21,4,0.00011255285964658402,13.117109667532723,NN,5
acknowledge,2,11,1.0719319966341335e-05,16.509427090311483,VBP,4
acknowledgement,1,15,5.359659983170668e-06,17.509427090311483,NN,1
acoustic,2,8,1.0719319966341335e-05,16.509427090311483,JJ,1
acoustically,1,12,5.359659983170668e-06,17.509427090311483,RB,1
acre,1,4,5.359659983170668e-06,17.509427090311483,NN,1
acrid,1,5,5.359659983170668e-06,17.509427090311483,NNP,1
across,176,6,0.0009433001570380375,10.049995471674187,IN,7
act,5,3,2.679829991585334e-05,15.187498995424122,NN,5
acted,2,5,1.0719319966341335e-05,16.509427090311483,VBP,3
action,9,6,4.823693984853601e-05,14.339502088869171,NN,4
activated,1,9,5.359659983170668e-06,17.509427090311483,VBD,4
activating,1,10,5.359659983170668e-06,17.509427090311483,VBG,1
active,3,6,1.6078979949512003e-05,15.924464589590327,JJ,1
activities,1,10,5.359659983170668e-06,17.509427090311483,NNS,2
activity,8,8,4.287727986536534e-05,14.509427090311483,NN,3
actor,1,5,5.359659983170668e-06,17.509427090311483,NN,2
acts,5,4,2.679829991585334e-05,15.187498995424122,VBZ,2
actual,1,6,5.359659983170668e-06,17.509427090311483,NN,3
actually,21,8,0.00011255285964658402,13.117109667532723,RB,4
actuated,1,8,5.359659983170668e-06,17.509427090311483,VBD,1
actuating,1,9,5.359659983170668e-06,17.509427090311483,VBG,1
actuators,1,9,5.359659983170668e-06,17.509427090311483,NNS,1
acy,1,3,5.359659983170668e-06,17.509427090311483,NN,1
ad,3,2,1.6078979949512003e-05,15.924464589590327,NN,3
adamantly,1,9,5.359659983170668e-06,17.509427090311483,VB,2
adaptability,1,12,5.359659983170668e-06,17.509427090311483,IN,1
adaptable,1,9,5.359659983170668e-06,17.509427090311483,JJ,1
add,3,3,1.6078979949512003e-05,15.924464589590327,VB,2
added,5,5,2.679829991585334e-05,15.187498995424122,VBN,4
addict,2,6,1.0719319966341335e-05,16.509427090311483,NN,1
addiction,1,9,5.359659983170668e-06,17.509427090311483,NN,1
adding,1,6,5.359659983170668e-06,17.509427090311483,JJ,4
additional,1,10,5.359659983170668e-06,17.509427090311483,JJ,2
address,5,7,2.679829991585334e-05,15.187498995424122,NN,4
addressed,1,9,5.359659983170668e-06,17.509427090311483,VBN,2
adds,3,4,1.6078979949512003e-05,15.924464589590327,VBZ,1
adjacent,1,8,5.359659983170668e-06,17.509427090311483,JJ,5
adjoins,1,7,5.359659983170668e-06,17.509427090311483,NN,1
adjust,6,6,3.2157959899024006e-05,14.924464589590327,NNP,4
adjustable,1,10,5.359659983170668e-06,17.509427090311483,NN,1
adjusted,1,8,5.359659983170668e-06,17.509427090311483,JJ,3
adjusting,2,9,1.0719319966341335e-05,16.509427090311483,VBG,3
adjusts,5,7,2.679829991585334e-05,15.187498995424122,NNP,2
administration,6,14,3.2157959899024006e-05,14.924464589590327,NNP,3
admiral,29,7,0.00015543013951194935,12.651446095183912,NNP,2
admire,1,6,5.359659983170668e-06,17.509427090311483,VB,3
admired,1,7,5.359659983170668e-06,17.509427090311483,VBD,1
admit,2,5,1.0719319966341335e-05,16.509427090311483,IN,4
admits,1,6,5.359659983170668e-06,17.509427090311483,VBZ,1
admitting,1,9,5.359659983170668e-06,17.509427090311483,VBG,1
admonishing,2,11,1.0719319966341335e-05,16.509427090311483,VBG,3
adorable,1,8,5.359659983170668e-06,17.509427090311483,JJ,3
adrenalin,3,9,1.6078979949512003e-05,15.924464589590327,NN,1
adrenaline,2,10,1.0719319966341335e-05,16.509427090311483,IN,4
adrenalized,1,11,5.359659983170668e-06,17.509427090311483,NNS,1
adrink,1,6,5.359659983170668e-06,17.509427090311483,NN,1
ads,2,3,1.0719319966341335e-05,16.509427090311483,NN,2
adult,3,5,1.6078979949512003e-05,15.924464589590327,NN,2
adults,2,6,1.0719319966341335e-05,16.509427090311483,NN,3
advance,3,7,1.6078979949512003e-05,15.924464589590327,VBP,5
advanced,3,8,1.6078979949512003e-05,15.924464589590327,JJ,3
advances,8,8,4.287727986536534e-05,14.509427090311483,VBZ,7
advancing,3,9,1.6078979949512003e-05,15.924464589590327,VBG,3
advantage,1,9,5.359659983170668e-06,17.509427090311483,NN,1
adventure,2,9,1.0719319966341335e-05,16.509427090311483,NNP,3
adversary,1,9,5.359659983170668e-06,17.509427090311483,NN,1
advertises,1,10,5.359659983170668e-06,17.509427090311483,VBZ,1
advertising,1,11,5.359659983170668e-06,17.509427090311483,NN,2
advice,1,6,5.359659983170668e-06,17.509427090311483,NN,1
advised,1,7,5.359659983170668e-06,17.509427090311483,VBD,1
advisor,1,7,5.359659983170668e-06,17.509427090311483,NN,1
advisory,1,8,5.359659983170668e-06,17.509427090311483,VBP,1
advocaat,4,8,2.143863993268267e-05,15.509427090311483,NNP,4
afar,1,4,5.359659983170668e-06,17.509427090311483,JJ,2
afarwall,1,8,5.359659983170668e-06,17.509427090311483,VB,1
affairs,1,7,5.359659983170668e-06,17.509427090311483,NNS,1
affect,1,6,5.359659983170668e-06,17.509427090311483,NN,3
affectionately,1,14,5.359659983170668e-06,17.509427090311483,NN,1
afford,1,6,5.359659983170668e-06,17.509427090311483,VB,2
affronted,1,9,5.359659983170668e-06,17.509427090311483,NN,1
afight,1,6,5.359659983170668e-06,17.509427090311483,NNS,1
afire,1,5,5.359659983170668e-06,17.509427090311483,VB,2
aflame,2,6,1.0719319966341335e-05,16.509427090311483,NNP,3
afloat,1,6,5.359659983170668e-06,17.509427090311483,NN,3
afraid,24,6,0.00012863183959609603,12.924464589590327,JJ,11
aft,2,3,1.0719319966341335e-05,16.509427090311483,NN,2
after,196,5,0.001050493356701451,9.894717246196276,IN,12
afterbirth,1,10,5.359659983170668e-06,17.509427090311483,NN,1
aftermath,1,9,5.359659983170668e-06,17.509427090311483,NN,2
afternoon,12,9,6.431591979804801e-05,13.924464589590327,NN,5
aftershave,1,10,5.359659983170668e-06,17.509427090311483,NN,1
afterthought,1,12,5.359659983170668e-06,17.509427090311483,NN,1
afterwards,1,10,5.359659983170668e-06,17.509427090311483,VBP,4
again,205,5,0.0010987302965499868,9.829946990806038,NN,12
againand,1,8,5.359659983170668e-06,17.509427090311483,NN,1
againbut,2,8,1.0719319966341335e-05,16.509427090311483,VBZ,2
againshes,1,9,5.359659983170668e-06,17.509427090311483,JJ,1
against,112,7,0.0006002819181151148,10.70207216825388,IN,3
againsta,1,8,5.359659983170668e-06,17.509427090311483,JJ,1
agape,1,5,5.359659983170668e-06,17.509427090311483,NN,1
age,6,3,3.2157959899024006e-05,14.924464589590327,NN,6
aged,4,4,2.143863993268267e-05,15.509427090311483,VBN,4
agent,13,5,6.967557978121868e-05,13.80898737217039,NNP,3
agents,1,6,5.359659983170668e-06,17.509427090311483,NNP,3
ages,1,4,5.359659983170668e-06,17.509427090311483,NN,5
agey,1,4,5.359659983170668e-06,17.509427090311483,JJ,1
aggravation,1,11,5.359659983170668e-06,17.509427090311483,NN,1
agitated,1,8,5.359659983170668e-06,17.509427090311483,NNP,7
aglow,1,5,5.359659983170668e-06,17.509427090311483,NNP,4
ago,21,3,0.00011255285964658402,13.117109667532723,VBP,8
agoat,1,5,5.359659983170668e-06,17.509427090311483,VBP,1
agonizing,1,9,5.359659983170668e-06,17.509427090311483,VBG,3
agony,7,5,3.7517619882194674e-05,14.70207216825388,NN,4
agree,4,5,2.143863993268267e-05,15.509427090311483,VBP,3
agreed,2,6,1.0719319966341335e-05,16.509427090311483,VBN,3
agreement,3,9,1.6078979949512003e-05,15.924464589590327,NN,2
agrees,1,6,5.359659983170668e-06,17.509427090311483,NN,3
ah,11,2,5.8956259814877345e-05,14.049995471674187,NNP,4
ahead,63,5,0.00033765857893975205,11.532147166811567,RB,11
ahero,1,5,5.359659983170668e-06,17.509427090311483,NN,1
ahuge,1,5,5.359659983170668e-06,17.509427090311483,NNP,1
